input_row_key,input_company_name,input_main_country_code,input_main_country,input_main_region,input_main_city,input_main_postcode,input_main_street,input_main_street_number,chosen_veridion_id,chosen_company_name,main_country_code,main_country,main_region,main_city,main_postcode,main_street,main_street_number,website_domain,website_url,primary_phone,employee_count,revenue,main_industry,main_business_category,created_at,last_updated_at,chosen_score,score_margin,name_sim,country_match,city_match,postcode_match,street_match,number_match,susp_tld,tld,country_mismatch,low_conf,needs_review,review_reasons
361,NORDIX DATA AS,NO,Norway,Troms Og Finnmark,Tromsø,9019,Sykehusvegen,23,8449aea3-93e4-11eb-86dd-ffbd1b53140e,Nordix Data,NO,Norway,Troms Og Finnmark,Tromsø,9019,Sykehusvegen,23,nordix.no,https://www.nordix.no/,4777662600.0,24.0,16446053.0,Telecommunication Services,Cable & Internet Providers,2019-11-24T01:32:59.000Z,2025-03-28T02:30:04.642Z,0.9860000000000001,0.3977647058823529,1.0,1.0,1.0,1.0,0.8,1.0,False,no,False,False,False,
362,DMA Research A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,1150,,,02ddf6f4-0953-11ed-8906-6bcfb1398b7a,Busk Demo,DK,Denmark,Capital Region Of Denmark,Copenhagen,1150,Købmagergade,22,busk-demo.myshopify.com,https://busk-demo.myshopify.com/,4521205895.0,15.0,1750343.0,Clothing,Clothing Stores,2022-07-21T22:27:44.000Z,2024-11-03T11:22:36.000Z,0.438,0.004666666666666652,0.16,1.0,1.0,1.0,0.0,0.0,False,com,False,True,True,low_confidence
363,NORWEGIAN AIR SHUTTLE AS (PS),NO,Norway,Viken,Ullensaker,2060,Fridtjof Nansens Veg,,d3abb197-0550-11ec-a49b-69a31ce8af0d,Norwegian Air Shuttle,NO,Norway,Viken,Bærum,1336,Oksenøyveien,3,norwegianair.ru,https://www.norwegianair.ru/,4721490015.0,,,Passenger Transport Services,Airline Companies,2021-08-23T09:00:23.000Z,2025-03-01T23:51:42.000Z,0.7133333333333334,0.21333333333333337,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,False,ru,False,False,False,
364,NOVATARIS A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,1051,Nyhavn,43,1da9722c-93e5-11eb-86dd-ffbd1b53140e,Novataris,DK,Denmark,Capital Region Of Denmark,Copenhagen,1051,Nyhavn,43,novataris.com,https://www.novataris.com/en/,4570278000.0,53.0,10361011.0,Software & IT Services,Software Development Services,2019-12-04T16:23:59.000Z,2025-03-31T22:17:06.940Z,0.8860000000000002,0.3800000000000002,0.8181818181818182,1.0,1.0,1.0,0.8,1.0,False,com,False,False,False,
365,Ntt (Thailand) Ltd,TH,Thailand,Bangkok,Bangkok,10500,,,5212c34c-f8af-11ed-b2ae-8f7420b1f92e,NTT DATA Thailand,TH,Thailand,Bangkok,Bangkok,10200,,,,,6627805000.0,160.0,4050882.0,Telecommunication Services,Hosting & Cloud Infrastructure Providers,2022-03-19T00:59:21.000Z,2025-04-19T17:11:02.254Z,0.7551724137931034,0.09999999999999998,0.8275862068965517,1.0,1.0,0.0,0.0,0.0,False,,False,False,False,
366,NTT ASIA PACIFIC HOLDINGS PTE. LIMITED,SG,Singapore,Central,Singapore,339509,Kallang Avenue,8,078539cb-de8d-11ed-97d5-194eea31e06d,NTT Advanced Technology Singapore,SG,Singapore,Central,Singapore,339509,Kallang Avenue,8,,,,1.0,,,,2023-04-19T08:33:41.772Z,2024-11-08T21:24:18.729Z,0.7015172413793105,0.0830961887477315,0.4827586206896552,1.0,1.0,1.0,0.8,1.0,False,,False,False,False,
367,NTT DATA Business Solutions Korlatolt Felelossegu Tarsasag,HU,Hungary,Central Hungary,Budapest,1117,Infopark (Pázmány Péter Sétány),1,44dda433-8ac1-11ec-b892-9b33177d601b,NTT DATA Business Solutions Hungary,HU,Hungary,Budapest,Budapest,1117,,,,,,66.0,3722201.0,Business Consulting,Business Consulting,2022-02-12T03:05:17.000Z,2024-11-07T19:36:46.614Z,0.7166666666666667,0.024587458745874535,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,False,,False,True,True,low_confidence
368,ITELLIGENCE A/S,DK,Denmark,,,,,,043f0af0-a7d0-11ed-8169-bfb473e2b988,Itelligencedeblog,,,,,,,,itelligencedeblog.wordpress.com,https://itelligencedeblog.wordpress.com/,,,,Software & IT Services,Software Development Services,2023-02-07T08:11:52.000Z,2023-12-17T09:58:06.000Z,0.478125,0.012740384615384626,0.6875,0.0,1.0,0.0,0.0,0.0,False,com,True,True,True,"low_confidence,country_mismatch"
369,Ntt Malaysia Solutions Sdn. Bhd.,MY,Malaysia,Selangor,Petaling Jaya,47800,First Avenue,1,949c9b55-93e4-11eb-8474-3bbe2d07207d,Malaysia Microelectronic Solutions,MY,Malaysia,Selangor,Petaling Jaya,47410,Persiaran Damansara Indah,1,my-ms.com,https://my-ms.com/,60379312258.0,75.0,6510184.0,Electrical & Electronic Equipment,Electronical Components Manufacturing,2020-06-24T16:37:23.000Z,2025-02-19T00:08:08.000Z,0.639375,0.05852393617021279,0.5625,1.0,1.0,0.0,0.0,1.0,False,com,False,False,False,
37,ANDCO A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,1304,Adelgade,12,d7aa707f-93e4-11eb-9937-4fab995bf8ff,Andco A/S.,DK,Denmark,Capital Region Of Denmark,Copenhagen,1304,Adelgade,12,andco.dk,https://www.andco.dk/,4533463300.0,75.0,16790228.0,Marketing & Advertising Agencies,Digital & Marketing Agencies,2020-02-18T22:27:42.000Z,2025-03-29T02:01:58.039Z,0.9860000000000001,0.43600000000000005,1.0,1.0,1.0,1.0,0.8,1.0,False,dk,False,False,False,
370,Ntt Msc Sdn. Bhd.,MY,Malaysia,Selangor,Petaling Jaya,47800,First Avenue,1,6db1413a-1d6a-11ef-8ca4-a917ae6b537d,NTT Cloud Communications Malaysia Sdn Bhd.,MY,Malaysia,Selangor,Petaling Jaya,47800,First Avenue,1,,,,,,,,2024-05-29T03:19:32.182Z,2025-04-04T03:44:03.331Z,0.7110000000000002,0.16100000000000014,0.5,1.0,1.0,1.0,0.8,1.0,False,,False,False,False,
371,OCH A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,,,a25c4651-1e9d-11ef-8493-1bd9c889e9e7,Och DK A/S.,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,Holmbladsgade,139,,,4598137850.0,,,,,2024-05-30T15:58:55.082Z,2025-04-07T20:31:48.250Z,0.8029411764705883,0.27294117647058824,0.8235294117647058,1.0,1.0,1.0,0.0,0.0,False,,False,False,False,
372,OK A.M.B.A.,DK,Denmark,Central Denmark Region,Aarhus Municipality,8260,Åhave Parkvej,11,d9669f7b-93e4-11eb-91fb-73d498260b10,OK a.m.b.a,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Rovsingsgade,60,ok.dk,https://www.ok.dk/,,1100.0,78489800.0,Auto Services,Car Washes,2019-11-24T02:18:26.000Z,2025-01-18T20:48:52.000Z,0.75,0.12692307692307692,1.0,1.0,0.0,0.0,0.0,0.0,False,dk,False,False,False,
373,Omd (M) Sdn. Bhd.,MY,Malaysia,Selangor,Petaling Jaya,47400,Jalan SS 21/60,21/37,a54919b7-93e4-11eb-b4a6-27899be4e45d,OMD World Imaging,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,55100,,,omdworldimaging.com,https://omdworldimaging.com/,,,,Medical Equipment & Supplies,Medical Supply Manufacturers,2020-12-07T20:53:08.000Z,2024-11-12T17:04:40.000Z,0.42000000000000004,0.1611764705882353,0.4,1.0,0.0,0.0,0.0,0.0,False,com,False,True,True,low_confidence
374,OMD AS,NO,Norway,Oslo,Oslo,0273,,,c7578028-8aa5-11ec-8962-8b4db591a2d2,OMD Norway,NO,Norway,Oslo,Oslo,0273,Frøyas Gate,15,,,,67.0,23855504.0,Marketing & Advertising Agencies,Digital & Marketing Agencies,2022-02-18T23:40:32.000Z,2025-01-10T19:15:39.168Z,0.6250000000000001,0.07500000000000007,0.5,1.0,1.0,1.0,0.0,0.0,False,,False,False,False,
375,Media Direction A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Midtermolen,3,ac63db81-72e7-11ec-8200-bfd1296681fb,New Media Direction,DK,Denmark,Capital Region Of Denmark,Copenhagen,1358,Nørre Voldgade,27,newmediadirection.dk,http://www.newmediadirection.dk/,4529793379.0,,,Marketing & Advertising Agencies,Digital & Marketing Agencies,2022-01-05T16:21:28.000Z,2024-12-02T14:15:02.000Z,0.7342105263157895,0.10690617848970241,0.7894736842105263,1.0,1.0,0.0,0.0,0.0,False,dk,False,False,False,
376,OMEGA EXIM LIMITED,BD,Bangladesh,Dhaka Division,Dhaka Metropolitan,1215,Kawran Bazar FDC Road,8,1e65962d-93e5-11eb-b5f6-816dd10ac7b0,Omega Exim Limited,BD,Bangladesh,Dhaka Division,Dhaka,1215,Free School Street,44 f/6,omegaeximltd.com,https://www.omegaeximltd.com/,88029141618.0,130.0,1264433.0,Software & IT Services,Tech Companies,2020-02-25T16:29:34.000Z,2025-04-17T08:56:28.393Z,0.8500000000000001,0.2240740740740741,1.0,1.0,0.5,1.0,0.0,0.0,False,com,False,False,False,
377,OMNICOM MEDIA GROUP AS,NO,Norway,Oslo,Oslo,0273,,,56287c74-2509-11ec-bde8-71cf682bd51e,Omnicom Media Group AS,NO,Norway,Oslo,Oslo,0273,Frøyas Gate,15,,,,,,,,2021-10-01T22:29:57.000Z,2025-04-16T19:01:24.532Z,0.9,0.35,1.0,1.0,1.0,1.0,0.0,0.0,False,,False,False,False,
378,OMNICOM MEDIA GROUP ASIA PACIFIC PTE. LTD.,SG,Singapore,Southwest,Queenstown,138565,,,c1a538ea-8a9a-11ec-a4f2-5511448670fd,Omnicom Media Group Asia Pacific,SG,Singapore,Southwest,,138565,Media Circle,29,,,12125907020.0,100.0,,,,2022-02-12T20:39:20.000Z,2024-11-09T08:43:21.033Z,0.8,0.18965517241379315,1.0,1.0,0.0,1.0,0.0,0.0,False,,False,False,False,
379,ON THE SPOT A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,Strandlodsvej,6A,50a6dd3e-c175-11ec-8c4a-c37e31e9be9e,ON THE SPOT,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,Strandlodsvej,6A,,,4570255800.0,,,Other Durable Products,Lighting Stores,2021-08-20T01:29:29.000Z,2025-04-01T01:19:02.242Z,0.9013846153846156,0.2360000000000001,0.8461538461538461,1.0,1.0,1.0,0.8,1.0,False,,False,False,False,
38,Annalect Denmark A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Midtermolen,3,bece9f0e-e4d2-11ec-a140-3f2eb8ef49f8,Annalect,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Midtermolen,3,annalect-data.info,https://annalect-data.info/,4538145700.0,75.0,16790228.0,Marketing & Advertising Agencies,Digital & Marketing Agencies,2022-06-05T12:38:30.000Z,2025-01-07T10:47:01.907Z,0.7502857142857143,0.0,0.5714285714285714,1.0,1.0,1.0,0.8,1.0,True,info,False,True,True,"low_confidence,suspicious_tld"
380,ONETRUST TECHNOLOGY LIMITED,GB,United Kingdom,England,London,EC1M 4JN,St. John Street,82,c8762b48-0c2a-11ec-807a-21b3a01de236,OneTrust ES,GB,United Kingdom,England,London,EC1M 4NJ,St. John Street,82,onetrust.es,https://onetrust.es/,448448477154.0,,,Software & IT Services,Software Development Services,2021-09-02T18:35:20.000Z,2025-04-15T16:47:06.680Z,0.7526666666666667,0.12674074074074082,0.6666666666666666,1.0,1.0,0.0,0.8,1.0,False,es,False,False,False,
381,Oracle Corporation (Thailand) Co Ltd,TH,Thailand,Bangkok,Bang Rak District,10500,,,28c323bf-1b00-11ec-8cde-5bc5ac073f72,Oracle Thailand,TH,Thailand,Bangkok,Bang Rak Subdistrict,10500,Rama IV Road,16,,,6626964798.0,,,Software & IT Services,Tech Companies,2021-12-09T02:15:52.000Z,2025-03-19T21:47:05.052Z,0.8500000000000001,0.19166666666666665,1.0,1.0,0.5,1.0,0.0,0.0,False,,False,False,False,
382,Oracle Corporation Malaysia Sdn. Bhd.,MY,Malaysia,,,59200,,,cd9b9c12-1b00-11ec-aa6a-03cd9b476476,Oracle Corporation Sdn. Bhd.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,59200,Medan Syed Putra Selatan,,,,60322993600.0,,,Software & IT Services,Tech Companies,2021-12-09T02:45:31.000Z,2025-03-20T21:37:07.311Z,0.6662162162162164,0.02621621621621628,0.7567567567567568,1.0,0.0,1.0,0.0,0.0,False,,False,True,True,low_confidence
383,ORACLE DANMARK APS,DK,Denmark,,,,,,870eb57e-1b04-11ec-98ad-4b5172a2ed18,Oracle Danmark,DK,Denmark,Capital Region Of Denmark,Gentofte Municipality,2900,Tuborg Havnevej,15,,,4544808080.0,,,,,2021-10-03T03:43:31.000Z,2025-03-27T22:11:30.880Z,0.6812500000000001,0.026411290322580716,0.875,1.0,0.0,0.0,0.0,0.0,False,,False,True,True,low_confidence
384,ORACLE NORGE AS,NO,Norway,Viken,Bærum,1366,,,147df165-1b04-11ec-9b02-8dfd4ec6ef01,Oracle Norge AS,NO,Norway,Viken,Bærum,1366,Vollsveien,2B,,,4767526704.0,,,Software & IT Services,Tech Companies,2021-08-21T01:01:18.000Z,2025-04-21T04:22:39.794Z,0.9,0.4871794871794872,1.0,1.0,1.0,1.0,0.0,0.0,False,,False,False,False,
385,ORACLE SVENSKA AB,SE,Sweden,,,,,,48dba329-0db8-11ec-87a6-f975ffb1d692,Oracle Database,SE,Sweden,,,,,,oracledataba.se,https://oracledataba.se/,,6.0,1168839.0,Telecommunication Services,Hosting & Cloud Infrastructure Providers,2021-09-04T17:26:43.000Z,2025-01-10T11:57:21.819Z,0.6413793103448276,0.06325431034482765,0.6206896551724138,1.0,1.0,0.0,0.0,0.0,False,se,False,False,False,
386,Orbis Oy,FI,Finland,Uusimaa,Vantaa,01610,Vanha Kaarelantie,9,80ea7e12-93e4-11eb-be3a-7f925cb94351,Worbis,FI,Finland,Uusimaa,Vantaa,01610,Taivaltie,5,orbis.fi,https://orbis.fi/,358400457678.0,31.0,13598198.0,Telecommunication Services,Telecommunications,2019-11-23T23:36:49.000Z,2025-04-07T12:55:53.000Z,0.85,0.23066666666666646,0.9090909090909091,1.0,1.0,1.0,0.0,0.0,False,fi,False,False,False,
387,OROGENIC ApS,DK,Denmark,Region Of Southern Denmark,Vejle,7100,Stiftsvej,9,da01a6ec-93e4-11eb-b4a6-27899be4e45d,Orogenic,DK,Denmark,Region Of Southern Denmark,Vejle,7100,Edisonvej,1,orogenic.dk,https://orogenic.dk/,4572183883.0,75.0,24358964.0,Other Nondurable Products,Batteries,2020-02-25T16:47:55.000Z,2025-03-27T01:42:29.215Z,0.7900000000000001,0.3500000000000001,0.8,1.0,1.0,1.0,0.0,0.0,False,dk,False,False,False,
388,"ORRICK, HERRINGTON & SUTCLIFFE (UK) LLP",GB,United Kingdom,England,London,EC2V 6DN,Cheapside,107,14907f20-93e5-11eb-a736-0f5b20ecb2f1,Orrick Herrington & Sutcliffe,US,United States,California,San Francisco,94105,Howard Street,405,orrick.com,https://www.orrick.com/,12125065230.0,2900.0,1160000000.0,Lawyers,General Practice Attorneys,2019-11-24T01:04:36.000Z,2025-04-04T11:44:14.609Z,0.4942028985507247,0.0036368608148755754,0.8985507246376812,0.0,0.0,0.0,0.0,0.0,False,com,True,True,True,"low_confidence,country_mismatch"
389,P1 SECURITY,FR,France,Ile-de-France,Paris,75001,Rue Saint-Honoré,231,cd85b2eb-93e4-11eb-b5f6-816dd10ac7b0,P1 Security,FR,France,Ile-de-France,Paris,75001,Rue Saint-Honoré,231,p1sec.com,https://www.p1sec.com/,33140371771.0,26.0,7000000.0,Software & IT Services,Tech Companies,2019-11-24T11:49:35.000Z,2025-02-07T18:21:29.000Z,0.9860000000000001,0.39,1.0,1.0,1.0,1.0,0.8,1.0,False,com,False,False,False,
39,Anne Mette Lund,DK,Denmark,Region Of Southern Denmark,Haderslev,6100,Bispegade,8 1,02115b2b-65f6-11ef-a567-7774974824cc,Anne Mette Høy,DK,Denmark,Region Of Southern Denmark,Vejle,7100,Junovej,10,mindre-stress.dk,http://mindre-stress.dk/?opi=79508299&sa=U&ved=0ahUKEwi4mfaSm-SMAxVfE1kFHS_HLHoQ61gIEigP&usg=AOvVaw21SI8OJlgK9_li2AWT-KF8,4520552998.0,,,Mental Health Specialists,Psychologists & Counseling Services,2024-08-29T10:58:32.193Z,2025-04-19T14:04:01.876Z,0.6172413793103448,0.004741379310344795,0.7586206896551724,1.0,0.0,0.0,0.0,0.0,False,dk,False,True,True,low_confidence
390,"Paco Casa Co.,Ltd.",TH,Thailand,Bangkok,Bang Kapi District,10310,Soi Ramkhamhaeng 24 Yaek 28,506/20,6dd0de70-a7a9-11ed-b250-d1c44dcd1aef,PACO CASA a,TH,Thailand,Bangkok,Bangkok,10310,,,pacocasa.co.th,https://pacocasa.co.th/,6621589068.0,,,,,2021-10-01T11:03:15.000Z,2025-04-15T17:32:08.625Z,0.7450000000000001,0.17833333333333345,0.9,1.0,0.0,1.0,0.0,0.0,False,th,False,False,False,
391,PAKISTAN INSTITUTE OF NUCLEAR SCIENCE & TECHNOLOGY (PINSTECH),PK,Pakistan,Islamabad Capital Territory,Islamabad,44000,,,09d8b5fe-ecdb-11ee-96d4-63842c7d9e5f,Pakistan Institute of Nuclear Science & Technology,PK,Pakistan,Islamabad Capital Territory,Islamabad,44000,,,,,,20.0,88885.0,Research & Development Services,Research Institutes,2024-03-28T08:11:40.282Z,2024-11-29T09:55:11.166Z,0.8561946902654868,0.3904052165812763,0.9203539823008849,1.0,1.0,1.0,0.0,0.0,False,,False,False,False,
392,PARENT AND FAMILY CONSULTING LIMITED,GB,United Kingdom,England,London,N1 9PF,White Lion Street,95,bb36d5d9-0bd7-11ec-9233-6981ee399afc,Parent Zone,GB,United Kingdom,England,London,N1 9PF,White Lion Street,95,zxpd.net,http://zxpd.net/,,,,Casino & Betting,Casino & Betting,2021-09-02T09:14:14.000Z,2024-11-01T19:10:45.000Z,0.689846153846154,0.009401709401709368,0.46153846153846156,1.0,1.0,1.0,0.8,1.0,False,net,False,True,True,low_confidence
393,PELATRO LIMITED,GB,United Kingdom,England,London,SE26 4NG,Mount Gardens,Oak House,25f18078-93e5-11eb-8859-29e7c34dee35,Aspects of History,GB,United Kingdom,England,London,SE26 4NG,Mount Gardens,,aspectsofhistory.com,https://aspectsofhistory.com/,,1.0,205125.0,Book Publishers,Book Publisher,2020-07-27T16:08:48.000Z,2025-04-03T11:24:06.189Z,0.5820000000000001,0.03200000000000003,0.32,1.0,1.0,1.0,0.8,0.0,False,com,False,True,True,low_confidence
394,Varsta Software,FI,Finland,Pirkanmaa,Tampere,33210,Polttimonkatu,3,c309a60b-27bf-11ef-815c-4d862d07c012,Varsta Petri,FI,Finland,Uusimaa,Helsinki,00160,Merisotilaantori,3,,,,,,,,2024-06-11T06:55:55.474Z,2025-04-03T17:58:17.613Z,0.5966666666666667,0.22999999999999998,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,False,,False,False,False,
395,PING IT A/S,DK,Denmark,North Denmark Region,Aalborg Municipality,9200,Vandmanden,24,424a94f5-93e5-11eb-8474-3bbe2d07207d,Ping IT,DK,Denmark,North Denmark Region,Svenstrup,9230,Jellingvej,11,pingit.dk,https://pingit.dk/,4598154777.0,25.0,,Consumer Electronics & Appliances,Computer Stores,2019-11-24T01:10:03.000Z,2025-03-27T13:50:57.642Z,0.6277777777777778,0.19999999999999996,0.7777777777777778,1.0,0.0,0.0,0.0,0.0,False,dk,False,False,False,
396,Playable ApS,DK,Denmark,Central Denmark Region,Aarhus,8200,Tueager,1,fbe50634-036a-11ec-a72b-432edcbee847,Playable,DK,Denmark,Central Denmark Region,Aarhus,8200,Tueager,1,playable.com,https://playable.com/,4589937558.0,79.0,19215376.0,Software & IT Services,Tech Companies,2019-11-24T02:23:47.000Z,2024-11-29T19:02:41.000Z,0.8760000000000002,0.0,0.8,1.0,1.0,1.0,0.8,1.0,False,com,False,True,True,low_confidence
397,PLESNER Advokatpartnerselskab,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Amerika Plads,37,7c54f062-93e4-11eb-b5f6-816dd10ac7b0,Plesner,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Amerika Plads,37,plesner.com,https://plesner.com/en,4533121133.0,425.0,75000000.0,Lawyers,General Practice Attorneys,2019-11-23T22:15:44.000Z,2025-04-04T11:44:14.609Z,0.7110000000000002,0.1620370370370372,0.5,1.0,1.0,1.0,0.8,1.0,False,com,False,False,False,
398,PLP INVEST/EJENDOMME A/S,DK,Denmark,Region Of Southern Denmark,Odense Kommune,5230,,,602ace8c-0c5e-11ec-b66a-97ea7481e556,PLP Invest Ejendomme,DK,Denmark,Region Of Southern Denmark,Odense,5230,Tagtækkervej,8,plp-ejendomme.dk,https://plp-ejendomme.dk/,4532133536.0,75.0,21792710.0,Real Estate Investment & Rental,Real Estate Rental,2021-09-03T01:29:00.000Z,2025-03-28T05:37:57.592Z,0.8,0.26521739130434785,0.9090909090909091,1.0,0.5,1.0,0.0,0.0,False,dk,False,False,False,
399,"PLURALSIGHT, LLC",US,United States,Utah,Draper,84020,Future Way,42,16f3bda9-055e-11ec-912d-93da5cd6dce1,Pluralsight,US,United States,Utah,Draper,84020,Future Way,42,tordkalvenes.com,http://tordkalvenes.com/,4790999835.0,,,Casino & Betting,Casino & Betting,2021-08-24T17:21:29.000Z,2024-02-14T17:13:03.000Z,0.9860000000000001,0.0,1.0,1.0,1.0,1.0,0.8,1.0,False,com,False,True,True,low_confidence
4,3 Step IT Sweden AB,SE,Sweden,Östergötland County,Linköping,581 15,,,e5cede70-0409-11ed-a83d-25d09483d16d,Proact IT Sweden,SE,Sweden,Västra Götaland County,Gothenburg,412 63,Mölndalsvägen,24,proact.se,http://www.proact.se/,46134656800.0,130.0,7000000.0,Telecommunication Services,Hosting & Cloud Infrastructure Providers,2022-03-16T02:22:44.000Z,2025-04-18T04:54:46.762Z,0.578125,0.202125,0.6875,1.0,0.0,0.0,0.0,0.0,False,se,False,False,False,
40,ANRITSU A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,,,172e7ea7-0523-11ec-a64f-cb86dbe4969b,ANRITSU,,,,,,,,tiancunwu.com,https://tiancunwu.com/,,,,Food Producers & Distributors,Fruit & Vegetable - Markets & Stores,2021-08-24T10:03:48.000Z,2024-07-20T14:51:48.000Z,0.4277777777777778,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,False,com,True,True,True,"low_confidence,country_mismatch"
400,PM ENERGI A/S,DK,Denmark,North Denmark Region,Brønderslev,9700,Østergade,134,b529e3a6-93e4-11eb-8859-29e7c34dee35,Pm energi,DK,Denmark,North Denmark Region,Brønderslev,9700,Østergade,134,pmenergi.dk,https://pmenergi.dk/,4598801822.0,,,Electrical & Electronic Equipment,Electric Supplies & Power Generation,2020-08-21T09:05:29.000Z,2025-04-15T17:56:42.830Z,0.8860000000000002,0.3193333333333336,0.8181818181818182,1.0,1.0,1.0,0.8,1.0,False,dk,False,False,False,
401,Postnord Danmark (B2452),DK,Denmark,Capital Region Of Denmark,Copenhagen,2450,Vestre Teglgade,15,1de2d199-93e5-11eb-a736-0f5b20ecb2f1,PostNord Danmark Rundt,DK,Denmark,,,,,,postnorddanmarkrundt.dk,https://postnorddanmarkrundt.dk/,4527062024.0,25.0,7320492.0,Sports,Race Tracks & Racing Supplies,2019-12-03T18:32:23.000Z,2024-07-20T05:06:31.000Z,0.625,0.006904761904761858,0.7727272727272727,1.0,0.0,0.0,0.0,0.0,False,dk,False,True,True,low_confidence
402,POSTEN BRING AS,NO,Norway,Oslo,Oslo,0185,Biskop Gunnerus’ Gate,14A,42c3ecf7-1d65-11ee-9df5-e543427f87fa,Posten Bring,NO,Norway,Oslo,Oslo,0185,Biskop Gunnerus’ Gate,14A,postenbring.no,https://www.postenbring.no/,4740000377.0,12600.0,2497012736.0,"Warehousing, Logistics & Support",Shipping Couriers,2021-08-24T03:49:48.000Z,2025-04-04T11:44:14.609Z,0.9860000000000001,0.13749999999999996,1.0,1.0,1.0,1.0,0.8,1.0,False,no,False,False,False,
403,DATA SCANNING A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,Hedegaardsvej,88,93cb1a81-93e4-11eb-a746-fdabd18be9c6,Scanning,DK,Denmark,Capital Region Of Denmark,Albertslund Municipality,2620,Herstedvang,7C,scanning.dk,http://scanning.dk/,4533312728.0,20.0,,"Rental, Repair & Maintenance",Computer Repair & Service,2019-11-27T11:36:27.000Z,2025-04-20T00:47:56.417Z,0.552,0.02034782608695651,0.64,1.0,0.0,0.0,0.0,0.0,False,dk,False,True,True,low_confidence
404,PostNord Stralfors AB,SE,Sweden,Kronoberg County,Ljungby,341 33,Helsingborgsvägen,20,d330a82b-93e4-11eb-86dd-ffbd1b53140e,PostNord Stralfors,SE,Sweden,Stockholm County,Solna,171 73,,,stralfors.com,https://www.stralfors.com/,46850883000.0,640.0,218000000.0,Telecommunication Services,Cable & Internet Providers,2019-11-24T10:54:55.000Z,2025-01-19T06:42:15.000Z,0.75,0.08333333333333337,1.0,1.0,0.0,0.0,0.0,0.0,False,com,False,False,False,
405,PRICEWATERHOUSECOOPERS STATSAUTORISERET REVISIONSPARTNERSELSKAB,DK,Denmark,Capital Region Of Denmark,Copenhagen,2900,Strandvejen,44,c2d2c772-e602-11ed-aaf1-a9bb6aa25f65,Pricewaterhousecoopers Statsautoriseret Revisionspartnerselskab,DK,Denmark,Region Of Southern Denmark,Odense,5000,Rytterkasernen,21,,,,,,Accountants & Tax Services,Accounting & Bookkeeping Services,2023-04-28T20:23:41.110Z,2025-04-15T15:46:52.611Z,0.75,0.15347826086956518,1.0,1.0,0.0,0.0,0.0,0.0,False,,False,False,False,
406,PRICEWATERHOUSECOOPERS AS,NO,Norway,Oslo,Oslo,0194,Dronning Eufemias Gate,71,d4239772-8546-11ec-8f98-f9b40efdfe08,PricewaterhouseCoopers Norway,NO,Norway,Oslo,Oslo,0355,Holtegata,23,pwcmisconduct.com,https://www.pwcmisconduct.com/,,30.0,,Blogs & Publications,Blogs & Publications,2022-02-02T15:59:04.000Z,2025-02-08T17:39:53.000Z,0.7745098039215687,0.07034313725490204,0.8627450980392157,1.0,1.0,0.0,0.0,0.0,False,com,False,False,False,
407,PROPAKISTANI SOLUTIONS (PRIVATE) LIMITED,PK,Pakistan,,,,,,d6682c74-93e4-11eb-919a-b3f9a5ad205c,ProPakistani,PK,Pakistan,,,,,,propakistani.pk,https://propakistani.pk/,,57.0,3200000.0,Newspapers & Magazines,Newspapers & Magazines,2019-11-24T11:18:11.000Z,2025-04-04T11:44:14.609Z,0.6142857142857142,0.0,0.5714285714285714,1.0,1.0,0.0,0.0,0.0,False,pk,False,True,True,low_confidence
408,DRAKA NORSK KABEL AS,NO,Norway,Viken,Drammen,3013,Kjerraten,16,7e5f9a13-fc5f-11ec-8d0e-4949cc357430,Antras,NO,Norway,Viken,Drammen,3013,Kjerraten,15,antras.no,http://antras.no/,4748305000.0,75.0,31061384.0,Freight Transport,Trucking and Logistics,2022-07-05T11:51:35.000Z,2025-04-20T18:17:23.290Z,0.5494782608695652,0.03347826086956518,0.2608695652173913,1.0,1.0,1.0,0.8,0.0,False,no,False,True,True,low_confidence
